Puzzle,Solution Count,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
..3....2.31.....,1,4,12,0,0,0,0,0,0,0,Simple,
1.3..2......2..1,1,5,11,0,0,0,0,0,0,0,Simple,
..1.2...13......,1,4,12,0,0,0,0,0,0,0,Simple,
.....4...24..12.,1,5,11,0,0,0,0,0,0,0,Simple,
....43.2....32..,1,5,11,0,0,0,0,0,0,0,Simple,
34........2.4...,1,4,12,0,0,0,0,0,0,0,Simple,
1..3.32........2,1,5,11,0,0,0,0,0,0,0,Simple,
.3.44...3.....2.,1,5,11,0,0,0,0,0,0,0,Simple,
....34.....2.24.,1,5,11,0,0,0,0,0,0,0,Simple,
...2.2.1.1.3....,1,5,11,0,0,0,0,0,0,0,Simple,
4...12......2.1.,1,5,11,0,0,0,0,0,0,0,Simple,
...3...44...2...,1,4,12,0,0,0,0,0,0,0,Simple,
.1.3....2....3..,1,4,12,0,0,0,0,0,0,0,Simple,
......4.4.2..1..,1,4,12,0,0,0,0,0,0,0,Simple,
3.2.1.3.......1.,1,5,11,0,0,0,0,0,0,0,Simple,
.1.4........4.3.,1,4,12,0,0,0,0,0,0,0,Simple,
1.3..........3.4,1,4,12,0,0,0,0,0,0,0,Simple,
3.....2.13......,1,4,12,0,0,0,0,0,0,0,Simple,
.21..4.........2,1,4,12,0,0,0,0,0,0,0,Simple,
..24......3..2..,1,4,12,0,0,0,0,0,0,0,Simple,
.4....2...1..1..,1,4,12,0,0,0,0,0,0,0,Simple,
..4....14.3.....,1,4,12,0,0,0,0,0,0,0,Simple,
3..4..2.....4...,1,4,12,0,0,0,0,0,0,0,Simple,
..1.4.2......2..,1,4,12,0,0,0,0,0,0,0,Simple,
....2..1..1..3.2,1,5,11,0,0,0,0,0,0,0,Simple,
..31....1.23....,1,5,11,0,0,0,0,0,0,0,Simple,
..4...3..1...4..,1,4,12,0,0,0,0,0,0,0,Simple,
...14.....12....,1,4,12,0,0,0,0,0,0,0,Simple,
..4..3..2......4,1,4,12,0,0,0,0,0,0,0,Simple,
....1.43......31,1,5,11,0,0,0,0,0,0,0,Simple,
.......3.1...32.,1,4,12,0,0,0,0,0,0,0,Simple,
...1..2.2...31..,1,5,11,0,0,0,0,0,0,0,Simple,
.41.1...4......3,1,5,11,0,0,0,0,0,0,0,Simple,
1..2...32..1....,1,5,11,0,0,0,0,0,0,0,Simple,
..12..3.....1.2.,1,5,11,0,0,0,0,0,0,0,Simple,
.4.......14..31.,1,5,11,0,0,0,0,0,0,0,Simple,
.3..1.3..1.....2,1,5,11,0,0,0,0,0,0,0,Simple,
..41.....1.....2,1,4,12,0,0,0,0,0,0,0,Simple,
.31...2.1.......,1,4,12,0,0,0,0,0,0,0,Simple,
..34.........423,1,5,11,0,0,0,0,0,0,0,Simple,
....4.2.....2.41,1,5,11,0,0,0,0,0,0,0,Simple,
.23..12...1.....,1,5,11,0,0,0,0,0,0,0,Simple,
.....23.....432.,1,5,11,0,0,0,0,0,0,0,Simple,
.....2.4..1....2,1,4,12,0,0,0,0,0,0,0,Simple,
.3.11...3.....2.,1,5,11,0,0,0,0,0,0,0,Simple,
...43..11....3..,1,5,11,0,0,0,0,0,0,0,Simple,
.....3.41.3.....,1,4,12,0,0,0,0,0,0,0,Simple,
.3....3...4..2..,1,4,12,0,0,0,0,0,0,0,Simple,
4....3...24....3,1,5,11,0,0,0,0,0,0,0,Simple,
.3...4....2...4.,1,4,12,0,0,0,0,0,0,0,Simple,
4.1....2.12.....,1,5,11,0,0,0,0,0,0,0,Simple,
243.....3.2.....,1,5,11,0,0,0,0,0,0,0,Simple,
1.....4.......24,1,4,12,0,0,0,0,0,0,0,Simple,
.....12.241.....,1,5,11,0,0,0,0,0,0,0,Simple,
2..3.....4.2..3.,1,5,11,0,0,0,0,0,0,0,Simple,
.....2.....14..2,1,4,12,0,0,0,0,0,0,0,Simple,
4..3........32.4,1,5,11,0,0,0,0,0,0,0,Simple,
....31.....4.3..,1,4,12,0,0,0,0,0,0,0,Simple,
......323..11.2.,1,6,10,0,0,0,0,0,0,0,Simple,
31......4.3....4,1,5,11,0,0,0,0,0,0,0,Simple,
......23.....231,1,5,11,0,0,0,0,0,0,0,Simple,
....2.1.1....4..,1,4,12,0,0,0,0,0,0,0,Simple,
......23.4....3.,1,4,12,0,0,0,0,0,0,0,Simple,
...2.31......1..,1,4,12,0,0,0,0,0,0,0,Simple,
.....3..2..1...2,1,4,12,0,0,0,0,0,0,0,Simple,
3....4....14..3.,1,5,11,0,0,0,0,0,0,0,Simple,
1.....1.3.....4.,1,4,12,0,0,0,0,0,0,0,Simple,
...3.34....42...,1,5,11,0,0,0,0,0,0,0,Simple,
.243......32....,1,5,11,0,0,0,0,0,0,0,Simple,
..24.........241,1,5,11,0,0,0,0,0,0,0,Simple,
.......2.1..2..3,1,4,12,0,0,0,0,0,0,0,Simple,
...4.....3..4..1,1,4,12,0,0,0,0,0,0,0,Simple,
.3..2.3..2..1...,1,5,11,0,0,0,0,0,0,0,Simple,
....1.....2..23.,1,4,12,0,0,0,0,0,0,0,Simple,
.....2...12....4,1,4,12,0,0,0,0,0,0,0,Simple,
.....431.1.4....,1,5,11,0,0,0,0,0,0,0,Simple,
.....3.2.2.3.1..,1,5,11,0,0,0,0,0,0,0,Simple,
.4....3..1....1.,1,4,12,0,0,0,0,0,0,0,Simple,
...31.4.....4...,1,4,12,0,0,0,0,0,0,0,Simple,
..13.......14...,1,4,12,0,0,0,0,0,0,0,Simple,
.1..2...3..1..2.,1,5,11,0,0,0,0,0,0,0,Simple,
..41........43..,1,4,12,0,0,0,0,0,0,0,Simple,
....3.411..3....,1,5,11,0,0,0,0,0,0,0,Simple,
.4.....3..24....,1,4,12,0,0,0,0,0,0,0,Simple,
....1.....4..43.,1,4,12,0,0,0,0,0,0,0,Simple,
...34.....32....,1,4,12,0,0,0,0,0,0,0,Simple,
4..1....1..43...,1,5,11,0,0,0,0,0,0,0,Simple,
.43..3...24.....,1,5,11,0,0,0,0,0,0,0,Simple,
..4.1..22.......,1,4,12,0,0,0,0,0,0,0,Simple,
32.......4....2.,1,4,12,0,0,0,0,0,0,0,Simple,
4....32.......3.,1,4,12,0,0,0,0,0,0,0,Simple,
.41..2.4..21....,1,6,10,0,0,0,0,0,0,0,Simple,
3.....1...34....,1,4,12,0,0,0,0,0,0,0,Simple,
..1.3......2.3..,1,4,12,0,0,0,0,0,0,0,Simple,
.2.......43..32.,1,5,11,0,0,0,0,0,0,0,Simple,
....23..42.3....,1,5,11,0,0,0,0,0,0,0,Simple,
.23....1.1..3...,1,5,11,0,0,0,0,0,0,0,Simple,
4..2.....3..2...,1,4,12,0,0,0,0,0,0,0,Simple,
3.2.......32..4.,1,5,11,0,0,0,0,0,0,0,Simple,
4.3....1.....31.,1,5,11,0,0,0,0,0,0,0,Simple,
...11.3...4....3,1,5,11,0,0,0,0,0,0,0,Simple,
3..4......43...2,1,5,11,0,0,0,0,0,0,0,Simple,
41.3........1..4,1,5,11,0,0,0,0,0,0,0,Simple,
.2..1........32.,1,4,12,0,0,0,0,0,0,0,Simple,
....1.433..1....,1,5,11,0,0,0,0,0,0,0,Simple,
....3.4..4.1....,1,4,12,0,0,0,0,0,0,0,Simple,
2.1.3......2....,1,4,12,0,0,0,0,0,0,0,Simple,
.3.....2......24,1,4,12,0,0,0,0,0,0,0,Simple,
.....1.4....4.3.,1,4,12,0,0,0,0,0,0,0,Simple,
.....142.2.1....,1,5,11,0,0,0,0,0,0,0,Simple,
2....1....4.1.2.,1,5,11,0,0,0,0,0,0,0,Simple,
..42....4.....1.,1,4,12,0,0,0,0,0,0,0,Simple,
4....14...21....,1,5,11,0,0,0,0,0,0,0,Simple,
.2.44.3.....2...,1,5,11,0,0,0,0,0,0,0,Simple,
....1...3..44..1,1,5,11,0,0,0,0,0,0,0,Simple,
.....4.34.1.....,1,4,12,0,0,0,0,0,0,0,Simple,
32........24....,1,4,12,0,0,0,0,0,0,0,Simple,
2...4..1..4.....,1,4,12,0,0,0,0,0,0,0,Simple,
.......23...2.1.,1,4,12,0,0,0,0,0,0,0,Simple,
2.4..12.....14..,1,6,10,0,0,0,0,0,0,0,Simple,
.....23..324....,1,5,11,0,0,0,0,0,0,0,Simple,
...4..1..1..43..,1,5,11,0,0,0,0,0,0,0,Simple,
.3.4.....41.3...,1,5,11,0,0,0,0,0,0,0,Simple,
......24.....241,1,5,11,0,0,0,0,0,0,0,Simple,
....3..2.....12.,1,4,12,0,0,0,0,0,0,0,Simple,
.3.2....1..3..2.,1,5,11,0,0,0,0,0,0,0,Simple,
...1.1.23.......,1,4,12,0,0,0,0,0,0,0,Simple,
...4..2..14....1,1,5,11,0,0,0,0,0,0,0,Simple,
2......1...24...,1,4,12,0,0,0,0,0,0,0,Simple,
..2..1...4....1.,1,4,12,0,0,0,0,0,0,0,Simple,
3..4.2.........3,1,4,12,0,0,0,0,0,0,0,Simple,
...42......34...,1,4,12,0,0,0,0,0,0,0,Simple,
...4..3.4..2....,1,4,12,0,0,0,0,0,0,0,Simple,
...34..2.2......,1,4,12,0,0,0,0,0,0,0,Simple,
...3.1...3.....2,1,4,12,0,0,0,0,0,0,0,Simple,
..31....3.....4.,1,4,12,0,0,0,0,0,0,0,Simple,
1.3..4.1...3....,1,5,11,0,0,0,0,0,0,0,Simple,
.4.....1.2..4.2.,1,5,11,0,0,0,0,0,0,0,Simple,
1....32...3.....,1,4,12,0,0,0,0,0,0,0,Simple,
...22......31...,1,4,12,0,0,0,0,0,0,0,Simple,
2.3........3.12.,1,5,11,0,0,0,0,0,0,0,Simple,
...4.1......34..,1,4,12,0,0,0,0,0,0,0,Simple,
1.....2.....41..,1,4,12,0,0,0,0,0,0,0,Simple,
.....21...4...21,1,5,11,0,0,0,0,0,0,0,Simple,
...2..144..1....,1,5,11,0,0,0,0,0,0,0,Simple,
.4...21....2....,1,4,12,0,0,0,0,0,0,0,Simple,
3....4.......2.4,1,4,12,0,0,0,0,0,0,0,Simple,
.......2.1...31.,1,4,12,0,0,0,0,0,0,0,Simple,
.41.1...4......2,1,5,11,0,0,0,0,0,0,0,Simple,
.2..4....3.2....,1,4,12,0,0,0,0,0,0,0,Simple,
1.....2..4.....4,1,4,12,0,0,0,0,0,0,0,Simple,
...3....3.2.1...,1,4,12,0,0,0,0,0,0,0,Simple,
..34....2......3,1,4,12,0,0,0,0,0,0,0,Simple,
..4....2..1.1..4,1,5,11,0,0,0,0,0,0,0,Simple,
.....23.23...1..,1,5,11,0,0,0,0,0,0,0,Simple,
...14.2..21.....,1,5,11,0,0,0,0,0,0,0,Simple,
1.2.......1....3,1,4,12,0,0,0,0,0,0,0,Simple,
..1.3.2......2..,1,4,12,0,0,0,0,0,0,0,Simple,
1.4....33....4..,1,5,11,0,0,0,0,0,0,0,Simple,
..1......2...4.2,1,4,12,0,0,0,0,0,0,0,Simple,
....2.4......3.2,1,4,12,0,0,0,0,0,0,0,Simple,
.24......124....,1,5,11,0,0,0,0,0,0,0,Simple,
...3.2........12,1,4,12,0,0,0,0,0,0,0,Simple,
....3......14.3.,1,4,12,0,0,0,0,0,0,0,Simple,
4.....3.14......,1,4,12,0,0,0,0,0,0,0,Simple,
...3..2....2.31.,1,5,11,0,0,0,0,0,0,0,Simple,
.....2.1.1.3...2,1,5,11,0,0,0,0,0,0,0,Simple,
.4.1...3....1...,1,4,12,0,0,0,0,0,0,0,Simple,
..3....2.2.3.1..,1,5,11,0,0,0,0,0,0,0,Simple,
......23....43..,1,4,12,0,0,0,0,0,0,0,Simple,
4.....2...41....,1,4,12,0,0,0,0,0,0,0,Simple,
..2..1....3.3..2,1,5,11,0,0,0,0,0,0,0,Simple,
...4.1...3.....1,1,4,12,0,0,0,0,0,0,0,Simple,
...1....2...3.2.,1,4,12,0,0,0,0,0,0,0,Simple,
...3.4........14,1,4,12,0,0,0,0,0,0,0,Simple,
...24......33...,1,4,12,0,0,0,0,0,0,0,Simple,
2..3...2.4......,1,4,12,0,0,0,0,0,0,0,Simple,
34.........1.3..,1,4,12,0,0,0,0,0,0,0,Simple,
.1.....2.3.....3,1,4,12,0,0,0,0,0,0,0,Simple,
..3..2....21....,1,4,12,0,0,0,0,0,0,0,Simple,
.....24.....4..1,1,4,12,0,0,0,0,0,0,0,Simple,
2......3...13...,1,4,12,0,0,0,0,0,0,0,Simple,
....2.1......1.4,1,4,12,0,0,0,0,0,0,0,Simple,
43......324.....,1,5,11,0,0,0,0,0,0,0,Simple,
.......24.3.3...,1,4,12,0,0,0,0,0,0,0,Simple,
32.........11.3.,1,5,11,0,0,0,0,0,0,0,Simple,
.4.1.......4.1.2,1,5,11,0,0,0,0,0,0,0,Simple,
.32..1.....3....,1,4,12,0,0,0,0,0,0,0,Simple,
....1..3.41.....,1,4,12,0,0,0,0,0,0,0,Simple,
......21.31..2.3,1,6,10,0,0,0,0,0,0,0,Simple,
3.2....32.....1.,1,5,11,0,0,0,0,0,0,0,Simple,
...4..1.24..1...,1,5,11,0,0,0,0,0,0,0,Simple,
.23......32...1.,1,5,11,0,0,0,0,0,0,0,Simple,
..1....4..3.3..1,1,5,11,0,0,0,0,0,0,0,Simple,
..2.4......3.3..,1,4,12,0,0,0,0,0,0,0,Simple,
.....3.....42..3,1,4,12,0,0,0,0,0,0,0,Simple,
3.4..4..2....3..,1,5,11,0,0,0,0,0,0,0,Simple,
.3.....3.2.....4,1,4,12,0,0,0,0,0,0,0,Simple,
....1.4.4....3..,1,4,12,0,0,0,0,0,0,0,Simple,
4..2.........14.,1,4,12,0,0,0,0,0,0,0,Simple,
....34...1....4.,1,4,12,0,0,0,0,0,0,0,Simple,
......4.1..33...,1,4,12,0,0,0,0,0,0,0,Simple,
.2..34.....2..3.,1,5,11,0,0,0,0,0,0,0,Simple,
....23...1.....3,1,4,12,0,0,0,0,0,0,0,Simple,
.1...2....2...4.,1,4,12,0,0,0,0,0,0,0,Simple,
.23.....342.....,1,5,11,0,0,0,0,0,0,0,Simple,
....3.244..3....,1,5,11,0,0,0,0,0,0,0,Simple,
...4....1..3.34.,1,5,11,0,0,0,0,0,0,0,Simple,
...1.....14..3..,1,4,12,0,0,0,0,0,0,0,Simple,
3..4.4.....32...,1,5,11,0,0,0,0,0,0,0,Simple,
4...2.3........2,1,4,12,0,0,0,0,0,0,0,Simple,
14......431.....,1,5,11,0,0,0,0,0,0,0,Simple,
..21....24......,1,4,12,0,0,0,0,0,0,0,Simple,
.34..2.....4..3.,1,5,11,0,0,0,0,0,0,0,Simple,
....14..43.1....,1,5,11,0,0,0,0,0,0,0,Simple,
4..1.........12.,1,4,12,0,0,0,0,0,0,0,Simple,
4.1.1.2.....2...,1,5,11,0,0,0,0,0,0,0,Simple,
3......1..2.2..3,1,5,11,0,0,0,0,0,0,0,Simple,
..41......3.4...,1,4,12,0,0,0,0,0,0,0,Simple,
......3.2....31.,1,4,12,0,0,0,0,0,0,0,Simple,
..31......2.3...,1,4,12,0,0,0,0,0,0,0,Simple,
...4.1....43....,1,4,12,0,0,0,0,0,0,0,Simple,
2..14.....1....2,1,5,11,0,0,0,0,0,0,0,Simple,
....2....12...3.,1,4,12,0,0,0,0,0,0,0,Simple,
41.2....24......,1,5,11,0,0,0,0,0,0,0,Simple,
43.22......4....,1,5,11,0,0,0,0,0,0,0,Simple,
....3..4...14..3,1,5,11,0,0,0,0,0,0,0,Simple,
...2.4..32......,1,4,12,0,0,0,0,0,0,0,Simple,
...4.1......12..,1,4,12,0,0,0,0,0,0,0,Simple,
.1.....2....13..,1,4,12,0,0,0,0,0,0,0,Simple,
3.1.1.4.....4...,1,5,11,0,0,0,0,0,0,0,Simple,
3..44..1...3....,1,5,11,0,0,0,0,0,0,0,Simple,
1..44..22.......,1,5,11,0,0,0,0,0,0,0,Simple,
.....2.3..4....2,1,4,12,0,0,0,0,0,0,0,Simple,
....2..3....3.12,1,5,11,0,0,0,0,0,0,0,Simple,
.1..2.......3..2,1,4,12,0,0,0,0,0,0,0,Simple,
.....23..3.42...,1,5,11,0,0,0,0,0,0,0,Simple,
432.2.........4.,1,5,11,0,0,0,0,0,0,0,Simple,
..4..3...2....3.,1,4,12,0,0,0,0,0,0,0,Simple,
.13.3..4......4.,1,5,11,0,0,0,0,0,0,0,Simple,
....3.1.123.....,1,5,11,0,0,0,0,0,0,0,Simple,
....12........41,1,4,12,0,0,0,0,0,0,0,Simple,
...32...34......,1,4,12,0,0,0,0,0,0,0,Simple,
...3..2......24.,1,4,12,0,0,0,0,0,0,0,Simple,
1..4.4.....13...,1,5,11,0,0,0,0,0,0,0,Simple,
4..3.........31.,1,4,12,0,0,0,0,0,0,0,Simple,
.32.........1..3,1,4,12,0,0,0,0,0,0,0,Simple,
..2..4....4..1..,1,4,12,0,0,0,0,0,0,0,Simple,
..2..3...4....4.,1,4,12,0,0,0,0,0,0,0,Simple,
1.3..2.1..2.....,1,5,11,0,0,0,0,0,0,0,Simple,
1.....2.4.....4.,1,4,12,0,0,0,0,0,0,0,Simple,
41........2..2.1,1,5,11,0,0,0,0,0,0,0,Simple,
..2..3.4.4......,1,4,12,0,0,0,0,0,0,0,Simple,
....1.24..12....,1,5,11,0,0,0,0,0,0,0,Simple,
.42.....124.....,1,5,11,0,0,0,0,0,0,0,Simple,
2...43....2....3,1,5,11,0,0,0,0,0,0,0,Simple,
3..1.......41..3,1,5,11,0,0,0,0,0,0,0,Simple,
......21..1.3...,1,4,12,0,0,0,0,0,0,0,Simple,
.1......3.1...2.,1,4,12,0,0,0,0,0,0,0,Simple,
..31....1.43....,1,5,11,0,0,0,0,0,0,0,Simple,
..4....3.4..3.1.,1,5,11,0,0,0,0,0,0,0,Simple,
..4.1..2.2..4...,1,5,11,0,0,0,0,0,0,0,Simple,
..32.....3....1.,1,4,12,0,0,0,0,0,0,0,Simple,
...2..3..21....3,1,5,11,0,0,0,0,0,0,0,Simple,
..1.....1..32...,1,4,12,0,0,0,0,0,0,0,Simple,
..13...21....2..,1,5,11,0,0,0,0,0,0,0,Simple,
3....4.2..4....3,1,5,11,0,0,0,0,0,0,0,Simple,
.14.3......1..3.,1,5,11,0,0,0,0,0,0,0,Simple,
......3.3.4..1..,1,4,12,0,0,0,0,0,0,0,Simple,
4...2..1......2.,1,4,12,0,0,0,0,0,0,0,Simple,
....42..3.....4.,1,4,12,0,0,0,0,0,0,0,Simple,
..24.......14...,1,4,12,0,0,0,0,0,0,0,Simple,
4..3...13..4....,1,5,11,0,0,0,0,0,0,0,Simple,
.1.4..1..4.....2,1,5,11,0,0,0,0,0,0,0,Simple,
..34....4.23....,1,5,11,0,0,0,0,0,0,0,Simple,
2..3.....2..3.4.,1,5,11,0,0,0,0,0,0,0,Simple,
....4.3......2.4,1,4,12,0,0,0,0,0,0,0,Simple,
..43....42......,1,4,12,0,0,0,0,0,0,0,Simple,
...4..2......4.1,1,4,12,0,0,0,0,0,0,0,Simple,
......141.3..3..,1,5,11,0,0,0,0,0,0,0,Simple,
1..4..1...4..3..,1,5,11,0,0,0,0,0,0,0,Simple,
.2....3.......24,1,4,12,0,0,0,0,0,0,0,Simple,
31........41....,1,4,12,0,0,0,0,0,0,0,Simple,
2.4.....4.2...3.,1,5,11,0,0,0,0,0,0,0,Simple,
.1....3..3....4.,1,4,12,0,0,0,0,0,0,0,Simple,
..23...1.1..2...,1,5,11,0,0,0,0,0,0,0,Simple,
2..1....12..3...,1,5,11,0,0,0,0,0,0,0,Simple,
.4.1.......4..2.,1,4,12,0,0,0,0,0,0,0,Simple,
.43..2.....3..4.,1,5,11,0,0,0,0,0,0,0,Simple,
...4.23.....3.4.,1,5,11,0,0,0,0,0,0,0,Simple,
23.4........4..2,1,5,11,0,0,0,0,0,0,0,Simple,
......1..14.2...,1,4,12,0,0,0,0,0,0,0,Simple,
.....324.....23.,1,5,11,0,0,0,0,0,0,0,Simple,
....3....12...1.,1,4,12,0,0,0,0,0,0,0,Simple,
24........43....,1,4,12,0,0,0,0,0,0,0,Simple,
.1.....24....2.4,1,5,11,0,0,0,0,0,0,0,Simple,
4..23.....2....4,1,5,11,0,0,0,0,0,0,0,Simple,
......1..3.2.2..,1,4,12,0,0,0,0,0,0,0,Simple,
4....1....4...21,1,5,11,0,0,0,0,0,0,0,Simple,
...4..1..1..42..,1,5,11,0,0,0,0,0,0,0,Simple,
...24...21......,1,4,12,0,0,0,0,0,0,0,Simple,
..4.3.....31....,1,4,12,0,0,0,0,0,0,0,Simple,
1......1...23...,1,4,12,0,0,0,0,0,0,0,Simple,
...31.........21,1,4,12,0,0,0,0,0,0,0,Simple,
.3..1....4.3....,1,4,12,0,0,0,0,0,0,0,Simple,
.42.1..4.1......,1,5,11,0,0,0,0,0,0,0,Simple,
.3..4..23.2.....,1,5,11,0,0,0,0,0,0,0,Simple,
..14..2..14.....,1,5,11,0,0,0,0,0,0,0,Simple,
....1...2..13..2,1,5,11,0,0,0,0,0,0,0,Simple,
....41...3....1.,1,4,12,0,0,0,0,0,0,0,Simple,
.3...1.3..2.....,1,4,12,0,0,0,0,0,0,0,Simple,
34......13.4....,1,5,11,0,0,0,0,0,0,0,Simple,
..2..14.....4...,1,4,12,0,0,0,0,0,0,0,Simple,
.3..2......2..34,1,5,11,0,0,0,0,0,0,0,Simple,
1.24....4..2....,1,5,11,0,0,0,0,0,0,0,Simple,
..1....2.....2.3,1,4,12,0,0,0,0,0,0,0,Simple,
14...3....1....3,1,5,11,0,0,0,0,0,0,0,Simple,
.2...13..31.....,1,5,11,0,0,0,0,0,0,0,Simple,
.....214.12.....,1,5,11,0,0,0,0,0,0,0,Simple,
.4...1.....1...2,1,4,12,0,0,0,0,0,0,0,Simple,
.34.........3..1,1,4,12,0,0,0,0,0,0,0,Simple,
..12....1.....3.,1,4,12,0,0,0,0,0,0,0,Simple,
42......1.....4.,1,4,12,0,0,0,0,0,0,0,Simple,
3....2..1..2..1.,1,5,11,0,0,0,0,0,0,0,Simple,
.23..4....2....3,1,5,11,0,0,0,0,0,0,0,Simple,
1..4.........24.,1,4,12,0,0,0,0,0,0,0,Simple,
...3..2.3..1....,1,4,12,0,0,0,0,0,0,0,Simple,
....1..2.24.....,1,4,12,0,0,0,0,0,0,0,Simple,
.1.........44..3,1,4,12,0,0,0,0,0,0,0,Simple,
.14....14....3..,1,5,11,0,0,0,0,0,0,0,Simple,
.1....3..3....2.,1,4,12,0,0,0,0,0,0,0,Simple,
.....43.2....3..,1,4,12,0,0,0,0,0,0,0,Simple,
....2.4......1.4,1,4,12,0,0,0,0,0,0,0,Simple,
.....124.....21.,1,5,11,0,0,0,0,0,0,0,Simple,
....4.....1.3..4,1,4,12,0,0,0,0,0,0,0,Simple,
.2..4.......1..4,1,4,12,0,0,0,0,0,0,0,Simple,
....2..1...2..4.,1,4,12,0,0,0,0,0,0,0,Simple,
41...2....1....2,1,5,11,0,0,0,0,0,0,0,Simple,
2.1..14.....42..,1,6,10,0,0,0,0,0,0,0,Simple,
1......341......,1,4,12,0,0,0,0,0,0,0,Simple,
.....431..43....,1,5,11,0,0,0,0,0,0,0,Simple,
...12...3......2,1,4,12,0,0,0,0,0,0,0,Simple,
2..3.........24.,1,4,12,0,0,0,0,0,0,0,Simple,
2...31..1..3....,1,5,11,0,0,0,0,0,0,0,Simple,
2......3...43...,1,4,12,0,0,0,0,0,0,0,Simple,
3....1.4...1....,1,4,12,0,0,0,0,0,0,0,Simple,
..4.3.1..1......,1,4,12,0,0,0,0,0,0,0,Simple,
1.4......1.2....,1,4,12,0,0,0,0,0,0,0,Simple,
4..21.....4.....,1,4,12,0,0,0,0,0,0,0,Simple,
......2321......,1,4,12,0,0,0,0,0,0,0,Simple,
..4.....2..11...,1,4,12,0,0,0,0,0,0,0,Simple,
1.....2.24......,1,4,12,0,0,0,0,0,0,0,Simple,
3......4...11...,1,4,12,0,0,0,0,0,0,0,Simple,
..4.....2..33...,1,4,12,0,0,0,0,0,0,0,Simple,
.2.4....4.3.....,1,4,12,0,0,0,0,0,0,0,Simple,
...4.21......1..,1,4,12,0,0,0,0,0,0,0,Simple,
23.........3.4..,1,4,12,0,0,0,0,0,0,0,Simple,
1..3.....41.....,1,4,12,0,0,0,0,0,0,0,Simple,
......3212......,1,4,12,0,0,0,0,0,0,0,Simple,
..4......2.3.3..,1,4,12,0,0,0,0,0,0,0,Simple,
.3.2.1....3.....,1,4,12,0,0,0,0,0,0,0,Simple,
2.41...21.......,1,5,11,0,0,0,0,0,0,0,Simple,
2..1.....2..1.4.,1,5,11,0,0,0,0,0,0,0,Simple,
.314..........31,1,5,11,0,0,0,0,0,0,0,Simple,
2.3....23.....4.,1,5,11,0,0,0,0,0,0,0,Simple,
....1.244..1....,1,5,11,0,0,0,0,0,0,0,Simple,
1.3..2....2....1,1,5,11,0,0,0,0,0,0,0,Simple,
.4....2...3..3..,1,4,12,0,0,0,0,0,0,0,Simple,
.34..42.......3.,1,5,11,0,0,0,0,0,0,0,Simple,
....4.....3.2..4,1,4,12,0,0,0,0,0,0,0,Simple,
.42..2.......14.,1,5,11,0,0,0,0,0,0,0,Simple,
...1.4...2..4.2.,1,5,11,0,0,0,0,0,0,0,Simple,
3....2.....3..24,1,5,11,0,0,0,0,0,0,0,Simple,
.3........2.1.3.,1,4,12,0,0,0,0,0,0,0,Simple,
..3.3.....4.1...,1,4,12,0,0,0,0,0,0,0,Simple,
..32.....243....,1,5,11,0,0,0,0,0,0,0,Simple,
...2...12...4...,1,4,12,0,0,0,0,0,0,0,Simple,
......3424......,1,4,12,0,0,0,0,0,0,0,Simple,
....2.....4.3..2,1,4,12,0,0,0,0,0,0,0,Simple,
..1.4.........43,1,4,12,0,0,0,0,0,0,0,Simple,
.31........2..3.,1,4,12,0,0,0,0,0,0,0,Simple,
.1....4...3..3..,1,4,12,0,0,0,0,0,0,0,Simple,
.3....3..4....2.,1,4,12,0,0,0,0,0,0,0,Simple,
...4.3.23....2..,1,5,11,0,0,0,0,0,0,0,Simple,
..1..4.33..1....,1,5,11,0,0,0,0,0,0,0,Simple,
....1.....3.2..1,1,4,12,0,0,0,0,0,0,0,Simple,
.....132......13,1,5,11,0,0,0,0,0,0,0,Simple,
....4......3.3.1,1,4,12,0,0,0,0,0,0,0,Simple,
......12.2.....4,1,4,12,0,0,0,0,0,0,0,Simple,
2......1...3.31.,1,5,11,0,0,0,0,0,0,0,Simple,
.....314.4.3....,1,5,11,0,0,0,0,0,0,0,Simple,
.1...3.2......3.,1,4,12,0,0,0,0,0,0,0,Simple,
.14.4.....1..2..,1,5,11,0,0,0,0,0,0,0,Simple,
2.....1.4.....4.,1,4,12,0,0,0,0,0,0,0,Simple,
4.....3.3.....2.,1,4,12,0,0,0,0,0,0,0,Simple,
.3.....2......21,1,4,12,0,0,0,0,0,0,0,Simple,
2..4....4.1..2..,1,5,11,0,0,0,0,0,0,0,Simple,
.....2...12....4,1,4,12,0,0,0,0,0,0,0,Simple,
......13....41..,1,4,12,0,0,0,0,0,0,0,Simple,
2.1..4.2....4...,1,5,11,0,0,0,0,0,0,0,Simple,
......4.4.2..1..,1,4,12,0,0,0,0,0,0,0,Simple,
2...4......2...1,1,4,12,0,0,0,0,0,0,0,Simple,
.1...21........3,1,4,12,0,0,0,0,0,0,0,Simple,
..4.4..1..1..3..,1,5,11,0,0,0,0,0,0,0,Simple,
.....1...4.1..3.,1,4,12,0,0,0,0,0,0,0,Simple,
2......3......42,1,4,12,0,0,0,0,0,0,0,Simple,
..13...4.4..1...,1,5,11,0,0,0,0,0,0,0,Simple,
2......24......3,1,4,12,0,0,0,0,0,0,0,Simple,
..24......1..2..,1,4,12,0,0,0,0,0,0,0,Simple,
