Puzzle,Solution Count,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
......9.18..5..72.6....1...2.8.............59.73......7..3..8..5629...3...1..25..,1,25,43,11,0,0,2,1,2,2,Expert,
........386.7..5..5.....47825.17.3...8......1...5...6.4...6..........73..1.3.5..4,1,26,53,2,0,0,0,0,0,0,Easy,
9.24...1..4..8....7....9.....7.96...4..5.8....6..1...2....75.2..15.........1..96.,1,25,34,22,1,0,0,0,0,0,Intermediate,
2.......5..1.........3......1.5..37.7..91...8.5....4.....85...1.43.9..5...92.....,1,23,40,17,2,0,1,0,1,0,Expert,
....7.6....6....8..1..4....17...48..98...75...6..8..3.5.......4....31.9.4..6.....,1,24,35,22,0,0,0,0,0,0,Easy,
....67.8..5.2.89..3......2..12....7.6....3..198...16......75..6....3.........65..,1,25,42,14,0,0,0,0,0,0,Easy,
......8....56......1......4.......4...9.8.52..8.5..196..7.....12.6...7.54....7.8.,1,24,40,17,0,0,0,0,0,0,Easy,
.5.41...94.18........56...3...1...3..94.5....1.8...76.......8.......9..7..6....5.,1,24,41,16,0,0,0,0,0,0,Easy,
....9.56..7..........374..16....2.4.13.5..7....9.1.........6....5.1.........2..3.,1,22,32,25,1,0,1,0,2,2,Expert,
.9..4.3.....2.36..8..6......2.....45..94...1.1...8.9.6........96..3....2..4......,1,23,31,27,1,0,0,0,0,0,Intermediate,
41..3.....764...1.53.....8..4..615....2......16.7........3....28..6.....6....8..3,1,25,50,6,0,0,0,0,0,0,Easy,
...9.2......83.....5...7.9.8.....9.2........5...6.8.4.32.7.985..69..5.3.4..2..7..,1,27,40,14,2,0,0,0,0,0,Intermediate,
.86...4.........5.3.4...7.6.7.....98.....457.2..95.3...93...6..5.7.2..3.8........,1,26,48,7,0,0,0,0,0,0,Easy,
...48.........39.2..3..1......9..5..1.4.......5924....7.5.....9.481..25....3.8...,1,25,38,18,0,0,0,0,0,0,Easy,
69.4.1.823...786..7....24............8..9.27.......39....2..1...4.38...6......83.,1,27,51,3,0,0,0,0,0,0,Easy,
..1.9..3...6............849.32....5.85...4.1.9.....3....3.425.......9........56..,1,23,55,3,0,0,0,0,0,0,Easy,
..13..5..63...87.....7...9...4..3.6....4..1..5.7..94.........89.651...........6..,1,24,45,12,0,0,0,0,0,0,Easy,
19....5..5..2.7.6..7.3...................2379...796...7.4.....1..3.4.......5..4..,1,23,40,18,0,0,0,0,0,0,Easy,
.........9..2..67.3..68..12.6.37.2.....5.6...73...9.....513..2......5.8.1..9.....,1,26,41,13,2,0,0,0,1,2,Expert,
.5...6..3.64.1.......845...7...91..8..67.......3...45.1...6..8...8..3......15.3..,1,26,38,16,2,0,1,0,1,2,Expert,
258.396....6.8..4.......9..64.8.3..2.........8...1.53993.......4.1....9.........5,1,26,48,7,3,0,0,0,0,0,Intermediate,
....1..5.4.5..9..837..8.4..9...748...6.1.....1.7.9....7.....53......791..........,1,25,52,4,0,0,0,0,0,0,Easy,
.76.....28.....46..29..7.........6.....89.5........84.9...24.8.5.8.69.....75...1.,1,26,35,20,0,0,0,0,0,0,Easy,
......86....1..3....4.7........9.4.....2...7..184.3....81......9.6.1..4..4.3..1.2,1,24,43,12,0,2,4,2,2,0,Expert,
2...1...4.7.5..3...4.6...7..2......7...1.9.....34....2......2.3..5.9.......34..91,1,24,37,20,0,0,0,0,0,0,Easy,
.......64.3...652..14...3......43....4..1.8.55..8..6...2.........6...13..83....96,1,26,33,22,1,0,0,0,0,0,Intermediate,
.39...25.6.4.....8..238...7...6..5.......7....5..43.76.....6.4....532.........9..,1,25,45,10,0,0,0,0,1,2,Expert,
...2..7..1.9.73..6.7.8.5.3...65....28....9....5....36..2....918.......7.....8.2..,1,26,44,11,0,0,0,0,0,0,Easy,
32.5..4.....7.....874...2...9.6.3...56...8.2.......3..68..2.9.......5...7359.....,1,26,45,10,0,0,0,0,0,0,Easy,
..7..251.........636.7....88...3..2.....1..6......53..1...5..83...478..........5.,1,24,53,4,0,0,0,0,0,0,Easy,
.....952..83.....1...5...6..3...7.5...5...8..1.....7.36.2.1..8.85......7..1......,1,24,42,15,0,0,0,0,0,0,Easy,
..4..9....1....67..2.....4..5.2..86.4...75.......6.4.9.9.......7...16.2.....57...,1,24,37,19,6,0,0,1,1,0,Expert,
....12.....2..8.5..876.....6495.......5..9......14.....9....1.5...786..2..6.....8,1,25,52,4,0,0,0,0,0,0,Easy,
8..25.3........2...5..4......1.6...3.9.......286......9..8...546...3..1...8.....6,1,23,41,17,2,1,1,0,0,0,Intermediate,
.5487.2......4..1....6.5.....5.2..9....4.86..8.1...4............29716.5.....92...,1,26,34,21,0,0,1,0,0,0,Intermediate,
..415...2.8.....5.15.....89......54.4...7...1.9....8.6..............2.6786..179..,1,26,55,0,0,0,0,0,0,0,Simple,
.6.24......4..78....76...9.6....5............8..9..2..4..5...811.9.786..5.2...4..,1,26,50,5,0,0,0,0,0,0,Easy,
.45....1....9...5.67..4.........31.62.......5.3.....4.76..3.9....9..24...14....3.,1,25,43,13,0,0,0,0,0,0,Easy,
..816.37..5.......7..9...4.6..4.......1...6..9........31...8..7..4..5.6....7..15.,1,24,32,25,0,0,0,0,0,0,Easy,
.9..3...7..7.4...5..4..9.6.9.365....5.........26....3..4.2.16...51...2.........9.,1,25,42,14,0,0,0,0,0,0,Easy,
...47....9.8.1.47.1.4....23.........6..1.3.9..8.24..1.3.9.....6.........8...2....,1,24,47,10,0,0,0,0,0,0,Easy,
...51..4......71.9.....9.38.32.5.9...5....21.4..3.8..7.98......1..9.....7.4.....1,1,27,32,21,2,0,2,1,1,2,Expert,
71....6........7.2.......9.6.......8..587....14...25..59.6..17..8......5.6...12..,1,25,35,21,0,0,0,0,0,0,Easy,
1...7...346...3..9...9...6.3...4....8..7......9.8......1.....8..4..18.9695..6.17.,1,27,41,11,0,0,2,0,2,0,Expert,
....41...4...3......1..........58..1.65.1.4.7.3.....59...7....638.9...1..7..64..8,1,26,39,14,2,0,1,2,2,2,Expert,
16.9...58.........98...6.........2....8.....145....93623..6.5..51...2.64.4......3,1,27,44,10,3,0,0,0,0,0,Intermediate,
.1.92..........6.5.38.6.2...921......5..9.83..6......9..9.1.3......3.951........4,1,26,50,5,3,1,2,0,0,0,Intermediate,
......5....4..2.......8.39.1.....8...6582...3...3..9.6.32...4..8..4.9...5...1.6..,1,25,37,17,0,0,2,0,2,2,Expert,
.97.5...4..8..96......1.8...6...7.5....5...8.91.6............3.7..164..9....9....,1,24,39,17,1,0,0,0,1,2,Expert,
.31.8...75..93.6.2....7...........7....3........6..128.8..95..6...1.....7.986..3.,1,26,42,13,0,0,0,0,0,0,Easy,
3.....9.7.89.47......2......6..78......1.4.26......71...3...28........41.1.3.....,1,24,42,15,0,0,0,0,0,0,Easy,
45.7......1...68..3...5..126.3....2...7.2.......6......3.1...8....8.7..5.4..3.7..,1,25,43,13,0,0,0,0,0,0,Easy,
48...9.1.1....47.27..3...9.9.8.4...5.5.....3..2......92.....3.............32.84..,1,25,37,19,0,0,0,0,0,0,Easy,
.7..3...2.8....3.46..1..57.....4.7.......2...8.63....172...6...4...8.2.....4.5...,1,25,48,8,0,0,0,0,0,0,Easy,
...4.25.31..9........1...89..1...3...5.....6.82.3.9......6.1.9...5...8.4....5..26,1,26,48,7,0,0,0,0,0,0,Easy,
..7...5.9.......175.2..78.......5......1....8.9....37..5..8......4932.....8...24.,1,24,43,12,1,1,2,2,2,4,Expert,
..37..5.1.7.58.........1..9.5..6...3..9....1......7...48....6...6..98.7......4...,1,23,46,10,1,1,6,1,2,0,Expert,
.5986.........1..3..4.5...1...679.....75.....9...4....5.....6....179....7.63..4.8,1,26,52,3,0,0,0,0,0,0,Easy,
..9....3.84.9....53..5....65.7..26........592..4....7.9..........3....6..65..7..4,1,25,31,25,0,0,0,0,0,0,Easy,
9.7.8456..451...3......7......51......86.9...35.7..........1..9.7....8.1....3....,1,25,45,11,0,0,0,0,0,0,Easy,
4.............9.21.39.......1...238.....1....725......5....7...1.439...737.4....8,1,25,43,12,2,0,2,1,1,2,Expert,
9.6...7..1.5.........4.13.......7........35.8..76..9.18....91.5...35........1.8.7,1,25,43,13,1,0,0,0,0,0,Intermediate,
..3...541.9..4.8.6.....6.3.....9..15.16.5...4..8.......518.....3.9.......4.5....7,1,26,42,13,0,0,0,0,0,0,Easy,
.7..64.3...4.17..89..3..1..2....67...8....6....7.4931.....8.........2...4...3...1,1,26,44,11,0,0,0,0,0,0,Easy,
...3.78.5.4....6.3.981..............9317...6...7.9..5..1..........6.....6..9.34..,1,24,38,19,0,0,0,0,0,0,Easy,
..2..3.1........6.49.....877..9..12..6...4...2...1...3.436.....1.7..9.....8....3.,1,25,48,8,0,0,0,0,0,0,Easy,
.4...2137...3..8...2...84....72.3.649...4......3...7....9........6.8..........391,1,25,56,0,0,0,0,0,0,0,Simple,
.8....14.......2..3..8...7..2.....171.73....2......8...6.7...8..78..6..994...8...,1,25,40,16,4,0,0,0,0,0,Intermediate,
4.7..23...3...582..1.......5.......81..47..95.9..8.27.24.1.......12.7........8...,1,27,37,16,0,0,0,0,1,0,Expert,
.6.....3.4.7...1..198..3...51..3..89....19..7...8..65..8...7.....4.........9.8...,1,25,40,15,5,1,0,1,1,0,Expert,
.3.....2.8...........7..59...2..94....6.3......75..9.....38...72....7....5..9.862,1,24,44,13,0,0,0,0,0,0,Easy,
....526...3.8....4...6...2.8........1..5...8...2..64.........15.7..23...4.1.....6,1,23,29,29,0,0,0,0,0,0,Easy,
5...9.....3.....6.12647...96...1...5...........1.576.3....6..9.......53..72..1...,1,25,34,20,0,0,1,1,2,0,Expert,
31..........3..8......4.5.....4.7.51.9......34......2..5.7.3.89.7..25.4...9...1..,1,25,54,2,0,0,0,0,0,0,Easy,
....2.8.5....3.....8....9311.43.7.8.7..5.2.9.8....47..............14.35..73.5.4..,1,28,43,9,4,0,1,0,1,0,Expert,
.....36...9..7..2.1..6...38.15...8..96..8..5..2.9..........2.977..........2.....1,1,24,37,20,0,0,0,0,0,0,Easy,
.4..2......9.7.64...5..1.986.....2.......85..87............7......6.2..9....1.75.,1,23,44,14,1,0,0,0,0,0,Intermediate,
14.6.8....9541........39...5....3.4991........6..8..3...4......78.5.........46..1,1,26,50,5,0,0,0,0,0,0,Easy,
....75..8......3....4...26....3...4..7...2.......9.5.3.62..8..9.9..4.83......9..6,1,24,40,16,1,0,2,0,1,0,Expert,
.....7..2.18..6....5..4....3...24.8....8...6.6......47.6........4....1.5.321..6..,1,24,34,22,0,0,1,0,1,2,Expert,
7....8.9.....3....2.6..4.734.38..9..8..17.........6.....46.....92....6...71..9..2,1,26,49,6,0,0,0,0,0,0,Easy,
.............147..25...6......4..53.47.3.........29....15...6.9..3...25..6..9.34.,1,25,39,15,1,0,1,1,2,0,Expert,
....35.4....2.4...2..71....1.3.4....5..8..........9.....8....533..1928....4...9.2,1,25,42,14,0,0,0,0,0,0,Easy,
....9.1..2.....8...31.2.4...5.9.4...7..3..5..3.4..1....75.12.......45....8......1,1,25,46,10,0,0,0,0,0,0,Easy,
.5.9..7..8.36.......4.3.9...4.7...32....4.8....8..3.4..7..69...58.........63....5,1,26,34,21,0,0,0,0,0,0,Easy,
.2946..1..3...1.2.....92.35..6.18..28...4.35.4.......6....2....6............56...,1,26,39,15,0,0,0,0,1,2,Expert,
.............736......14..7....5.4...3.268..1.7......676.3..1.48.....2.545.7....8,1,27,42,10,0,1,2,0,2,8,Expert,
..89...13..3..4..5......2...3.....8.5.6..2..9.84....3.1...2.35......1....2...6..1,1,25,39,17,0,0,0,0,0,0,Easy,
...4.1...6.59.8.1.1..36.28........3....13.4..2.....6..5.3....96942...1....6......,1,27,31,20,0,1,2,1,3,4,Expert,
6.8.5.......793...3...682......8.4.............43...297..5...968.92....7..3......,1,25,47,9,0,0,0,0,0,0,Easy,
.1..9..6.3....24..6..7....92.............6.4.1.......8..31....6.....38..749.2....,1,23,50,8,0,0,0,0,0,0,Easy,
..3.........9.3..21..2..63.....7...17..126.........8...9.6..3.....3...872..8..41.,1,25,49,7,0,0,0,0,0,0,Easy,
1.6..5..29.27....1..43..7....3..7.65.................76.1..45...2.9........671.24,1,27,34,19,1,0,1,0,1,0,Expert,
..9..2...42.16..5.6..5.......863..4.39.......5.......18.........4.825...1....4.2.,1,25,40,13,3,3,1,1,3,2,Expert,
..8.62...9...8..153......6...32......2..5.7831...79......1..2.....8.........36.7.,1,25,39,16,1,0,0,1,1,2,Expert,
...7.8..3.379...41......9.5..5.9.6.49....6.3.6..1....8.8........6...3......4.....,1,24,44,12,0,1,4,0,1,0,Expert,
.6.....14.....478...586...39....8.......3....4......3.7.1.9.6....37......8.6.....,1,23,37,21,0,0,0,0,0,0,Easy,
....4.7..96...74.5..5....6.6....52..1.342..5...29..3...2....639.......4.....5...7,1,27,37,17,2,0,0,0,0,0,Intermediate,
8.....4.1.9....3..61.8...........62.......5.4....3...9.615.....53..91.6...834..5.,1,26,37,16,1,0,0,0,2,4,Expert,
469.......2.76............1.4.......7.8...1.....4.8.6...1.827....6..43...3.1..9.2,1,25,30,24,0,0,1,0,2,0,Expert,
......28....62..7...........47..3..12...9.7..9..47....8.....3...2.1...6.3..9.6..4,1,24,47,10,0,0,0,0,0,0,Easy,
..9.7.....6..2....4......9..3.........781..6.8.2.6....3....9.7.7.4.3...8..16..2..,1,24,36,21,0,0,0,0,0,0,Easy,
95.....3.3....96...4..62......68..9..8..57......9.4...2.........3.846...5...3...4,1,25,42,13,2,0,0,0,1,2,Expert,
8.........3....52...7....4..5391..8..4.....92..1......9.48...3...5..2..1.2...7...,1,24,43,14,0,0,0,0,0,0,Easy,
.5..72.......3...4......2..2..8....3..7...9..84...1..7.92.4.1....47..3...71.2.8..,1,26,35,20,0,0,0,0,0,0,Easy,
..1......84..9..7....5...24.2.........4..7.1.96..........7.5..2.586..7..6...84.5.,1,25,48,7,1,0,2,0,1,0,Expert,
...8.........4......7..938.6.....5.1...7....8....5.69.7....1..33..59..641....4.5.,1,25,53,3,0,0,0,0,0,0,Easy,
6.........7..9..15..9..14.3.......5..9.67.8..8......6..578.39....1........8.....4,1,24,49,8,0,0,0,0,0,0,Easy,
9............7.....1........3.7...8..5..6..37..1.835.91634...7....5..8....7.3.9..,1,25,50,6,0,0,0,0,0,0,Easy,
..476.2..23..1....6.1..4.......7.3.2..............968.....2741.9.....7.........98,1,24,47,10,2,0,4,0,0,0,Intermediate,
4............67.5..7.52....5.2.......1........8..13.6...47.......3.5..21...8316..,1,24,41,16,0,0,0,0,0,0,Easy,
.3...4.9.52.6..3.17.9..........67..3....2..1....41.6.5....7.1.......5......1..427,1,26,49,6,0,0,0,0,0,0,Easy,
7.........841.257...9.3.....1..247...7.........57...984..2.93......5....8....3...,1,25,37,19,0,0,0,0,0,0,Easy,
.41.8.2..........1.......64.....8......67..1.9.83.4..7..6...792..........1.92.8..,1,24,40,17,0,0,2,0,0,0,Intermediate,
..5..2......7...6....941..7.9..13.2..5..2.6.1..6...7.....1.5.32....961...2....5..,1,27,53,1,0,0,0,0,0,0,Easy,
.3.....675.....2..6...3....8.93..5............45.72.96......63..7.8...42486......,1,26,38,17,0,0,0,0,0,0,Easy,
..........75.....8.8....2......126..93.....12..638.7..3198....7....7....8..531..9,1,27,45,9,0,0,0,0,0,0,Easy,
.248.1..7.8..37.....1....8636.7..9.8.....3...1..2.................4.87...72..9.1.,1,26,41,14,0,0,0,0,0,0,Easy,
....458..6....1....312..6..5...7...8..8.2..17....542..71.....24..........4.......,1,24,44,13,0,0,0,0,0,0,Easy,
.54...7..718.............9.4.62.9.1....1..64.2....5.......4..7....52.8.6..58.....,1,25,39,17,0,0,0,0,0,0,Easy,
...6..4...4...78....7.2..615.........165....4....18............43.8.15....8734...,1,25,39,17,0,0,0,0,0,0,Easy,
..4....7.81..4...........5345..631.....7......3...2....8...623.3.2.......6...5...,1,23,42,16,1,0,0,0,0,0,Intermediate,
.5.........36....9.7.....1.186.7....5.........3...8..2.....95.7.1..5...38....2.9.,1,23,45,10,1,0,0,0,3,2,Expert,
2.97....6...9....858......4.3.....2.4.....6......6.8..94.23.5.......6......85.93.,1,25,39,17,0,0,0,0,0,0,Easy,
2346.1..968.9.....................3.89.5.6....1..2......14.5.96......45..6...81.3,1,27,46,8,0,0,0,0,0,0,Easy,
3..4...1..65.7..2..7..3.5.......59...51......7........2.3.....15.694.7.3.9....4..,1,26,52,3,0,0,0,0,0,0,Easy,
......9..1.5...2....29...16........4...4...2.6...9.5....6..1..7.3..5..4...7.43.5.,1,24,29,27,1,0,2,0,1,2,Expert,
....1....85....4....63...12.6.8.3.5.............962....2.639.....45......9...853.,1,25,45,11,0,0,0,0,0,0,Easy,
5.2..6.31.19..5...47...9.2.2.......53..4.......5..16.....26................91.4..,1,24,50,7,0,0,0,0,0,0,Easy,
5..........28.9..64.6....2......347.2....8......24..53.3.........96..78..2.....95,1,25,45,11,0,0,0,0,0,0,Easy,
......8542.8.............3..4....7....61.....38..562....5.7.12.62..8.3....4.....8,1,25,36,20,0,0,0,0,0,0,Easy,
6..834......5......8..673.9..5.......9.4....7..79824..8.........5...394...36.....,1,26,36,17,1,1,2,1,2,6,Expert,
47.98.....9.2.67.3....1....9........1..87..6...4.63...81......9.........2..6941..,1,26,46,9,0,0,0,0,0,0,Easy,
.9.......6........8.5.1.49.7...29..5..1.56.84...74...22..9.....14...5.....8..4.6.,1,27,37,17,1,0,2,0,0,0,Intermediate,
4..3......2..7..691.......2.......7...5......7.2.4.9.3.1...42..3..5....1.79...5..,1,24,38,19,0,0,0,0,0,0,Easy,
.31.8.......314..62.4.........8......25.3.........625..5342.6.....7..5...86...3..,1,26,50,5,0,0,0,0,0,0,Easy,
...3.....1.9.......3..1....8...5..1.34..9..27.9....4.5.....2.8...2..4.39....8.17.,1,25,42,14,0,0,0,0,0,0,Easy,
..87..6.373..5.4..6.94.3.8..5.......9..6......7...5...4....8..9......1...8..6134.,1,27,41,13,0,0,0,0,0,0,Easy,
6...37....7.9..3.84.............8.6....4..5..71.59.........18.6....79.4...6....15,1,25,41,15,0,0,0,0,0,0,Easy,
..39.1....4....8...16.4......7..6...6..1...27....7..98.6.......1.9..7...4.2.68...,1,25,37,18,0,0,1,0,1,0,Expert,
..9.5.1...3...456.1...8.....9.......5.376.4..4.7.3...9.75..8...3........8.....6..,1,25,44,12,3,0,0,0,0,0,Intermediate,
4.92....78.7.6...1..6...9.2.4.1..6..97.6....82............9..4....4..7.3......289,1,27,42,12,0,0,0,0,0,0,Easy,
.........9....1..4.....2....4.8.7..2.....64..2..19..768.67...1..326.8.....92.3.68,1,28,43,10,0,0,0,0,0,0,Easy,
.9..1..6..8...6....5.239......6...1....5.1.......8.3..13....78.8....72.572....69.,1,27,46,7,1,0,5,0,1,0,Expert,
7..46.....2.3......36....8.5738..............482..7.3.3.5.7.8.9.6.....27.....65..,1,27,41,12,1,1,0,2,1,2,Expert,
1....9...4.5.73.6...6.18.7.7.....5..6......94..493.8..........3....4..89.1..6....,1,26,39,16,0,0,0,0,0,0,Easy,
8.......9...6.2...3.1....8.6..4.8....1.....3...3..9.....2.6......97..1....79.4...,1,22,52,7,0,0,0,0,0,0,Easy,
.93..6...1....8..6.....23.7..6...2..4..9...8...1..3.9....8.....7..6.94..2.47.1...,1,26,35,18,3,0,1,0,2,4,Expert,
.....4..6.17..8......65......2.9....7482...5....586.....41....2..5....7....9...15,1,25,56,0,0,0,0,0,0,0,Simple,
5...1.....6....3..937.5..6...1......3.......8.8...27.....5..2......8..752.6....1.,1,23,39,19,1,0,0,0,0,0,Intermediate,
.8.54....53.2.9.4.....1..983.5.7.................9.7139...2.....24....5.......9.1,1,25,36,16,3,0,2,1,4,4,Expert,
..............54.....42..8739..5.....6.3.72......4.63...2...7..4..79...5..8....9.,1,24,39,18,0,0,0,0,0,0,Easy,
..34...67....3.1........85..9..8.4...6.1.9..88.176493.............3...711.6.7...4,1,29,43,8,0,0,0,0,1,2,Expert,
...725.......4.........3.4...4..16....15.23...9..7.51.6.3..7...7.5.1...2....5..6.,1,26,45,9,1,1,1,0,1,2,Expert,
.7.2..1......7....45.16..9.....2..8...6.9.7..14......6.2..8..71.........894..7.2.,1,26,35,18,3,0,2,0,2,2,Expert,
...1.62...7..53.....5....7..6....5.81....2..685..1.....9.2......3....1.76........,1,23,34,24,0,0,4,0,0,0,Intermediate,
......35.29...4..65..79..2....4..8.7428..3.......5..6.........58.9.6......3......,1,24,48,9,0,0,0,0,0,0,Easy,
.1..382.6.8...91..92...53..1....2..93............6.....3.9...6.2...8..3...4.5...2,1,26,38,15,1,1,1,0,2,4,Expert,
..8..67.4..68.......534.6...5......29..53.8..2..4.8..6.......97...6...25......4..,1,26,40,14,2,0,2,0,1,0,Expert,
3....91.6.......58....2...9.9.16.......7..........8.6196.53..87....8..9....2..3..,1,25,42,12,2,0,0,2,2,8,Expert,
.84...5..9.........754.9.8......1..2251..7......9..87..6.592......6....7.........,1,24,37,20,0,0,0,0,0,0,Easy,
..45..73.....96...68.3...4.7......84......9...3.6..........1..8.....8617.7....39.,1,25,56,0,0,0,0,0,0,0,Simple,
1..4...3.8.2..3...4...2...........25....5.1...9.1...64..3..5218...6.....54..91...,1,26,43,11,3,0,0,1,1,0,Expert,
.89.......2....64.4..87....8.4....63.673...........9.29.....1.7.......29..3..1...,1,24,41,16,1,0,1,0,0,0,Intermediate,
..4.6..3..32...819.............3.2.....68......841.56.....2.1.498...1..........8.,1,24,37,20,2,0,0,0,0,0,Intermediate,
..5......4......2.27.1.4..........95.59.8..7......3.8...1.......27.9..515......4.,1,23,36,19,0,2,3,0,3,8,Expert,
...13..4...37....6....69......3....9.8..1.37..1...6..2.9.......24.8..9.11..4...6.,1,26,30,24,0,0,0,0,1,6,Expert,
7.38..41......4.72..136.8.56...3.2.....1.6..7.8..4..................2...45....1..,1,25,56,0,0,0,0,0,0,0,Simple,
.71.5....59...4..882..6..71.......54.5.4.9.........1.2.4.8.576.........5....9..2.,1,27,44,9,1,0,1,0,1,0,Expert,
.......2..14.26..55.2.7.8.61....725..7.3......431......3...178.......6..........1,1,26,41,11,1,0,1,1,3,4,Expert,
.6..51...2.....67..1.78...3.2.9...68....72............5......896....83..1.259....,1,26,46,9,0,0,0,0,0,0,Easy,
...8.73..58.........6...............6.....2.93496....72.3.9.7..45...6...7..3...85,1,25,40,14,2,0,1,0,2,0,Expert,
.....56.2...3....8....1.3....7.......3.9.85...65....93..97.........21........3..6,1,22,44,12,1,0,0,1,3,2,Expert,
..6......5318.....78...9.5.........9368.1......9.56..7.......3....6.2.7.273.8....,1,26,43,12,0,0,0,0,0,0,Easy,
..97.....6....3..9.......858...5..4........563...69.....2...73.5.8.3.4..7....4..8,1,25,44,12,4,0,0,0,0,0,Intermediate,
.....938.........58.2..6.1.97......81..7..2...5..9...1..6.3.........2....8.6....9,1,23,29,29,0,0,0,0,0,0,Easy,
98.....6...51.2........93.5.....5.....9.1.7..8...........6..1...362...872.189.5..,1,26,28,26,1,2,2,1,1,2,Expert,
....15...31....9..9.....7.22.9.5..6...73......6...24......41....7..6.....347.....,1,24,39,18,0,0,0,0,0,0,Easy,
165................4.25.36.75.8..24.8..34.1....6........7..3...2..1..5...8.4..7..,1,26,52,3,0,0,0,0,0,0,Easy,
...27....4.2.8..........5..9.6...15..5.....8771.5.94...6.82.....9.6.7.4..........,1,25,44,12,3,0,5,0,0,0,Intermediate,
.8.....7....236.4......8..3...79....9........67.......893..57.........5.72..6.9.8,1,24,35,22,0,0,0,0,0,0,Easy,
..3..89.61..2..37.6...4.1.8.7.324.9...8..7..2...6.......18...3.............76..8.,1,27,34,19,0,0,0,0,1,2,Expert,
2.6..1.57.87..92....95..4......7.......8...7.8..1.5..........2..987..6..6....4.1.,1,26,45,10,0,0,0,0,0,0,Easy,
...71.6......2.47.5..............9.7.4...8....6.5..18...7....9.9.8..45.6...8...14,1,25,36,18,2,0,2,0,2,2,Expert,
8...6.3...74...21..........9.....1.364..23.98.2....4........97..3.1..8..4...9....,1,25,41,13,0,0,0,1,2,4,Expert,
...4...8.2...5......7..6.9..34....6.9........6.2....7...9..87.6..6....45...5.3..8,1,24,44,13,0,0,0,0,0,0,Easy,
.1.83.......5.........9.6319.5.8...68.615......24.6.9.......8........254......3.9,1,26,44,11,0,0,0,0,0,0,Easy,
.4..586.....26......3..4.8....5.1.....1...2..2.....4.....1...7.3.27..5.1..8.4...2,1,25,53,3,0,0,0,0,0,0,Easy,
.2.....81.9....2.6........3...7.5.....6..38...3..1..273..9....278..3.96.16.....3.,1,27,38,15,3,1,0,1,1,2,Expert,
.6...7....435196...1..3...7.......5.....74...69.2.54..........22......74.5....39.,1,26,43,12,0,0,0,0,0,0,Easy,
........2...8..4..16.3..58...7..31.....4..8654..51....6.1..8..4.7..3.......756...,1,27,39,15,0,0,0,0,0,0,Easy,
.2..39.1...42....9......53...9....7.5..7....4.8...49....8.....54.7...1....3...28.,1,25,39,14,1,0,2,1,3,4,Expert,
736..285..8..7..3....58......4.5.729.6.4..3........56.8...2.9...............6....,1,25,52,4,0,0,0,0,0,0,Easy,
..6........35.26...2..8.49..5.2.3...3.7...2.4......5..7...4...9.6.........4...8.5,1,24,33,24,0,0,0,0,0,0,Easy,
...41..6..68.2514..5.7.8..28...........67.8....51..69...9.5.....7.......1...9....,1,26,37,18,0,0,0,0,0,0,Easy,
4...5..1...7.4129....3....5.....9..2.1..8......27..8.9.........5....7....78..5..3,1,24,32,24,0,0,2,0,1,2,Expert,
.....2...6.5.....4.7.8....34.1...........3...83.7........5..12......1.7.5..64..38,1,23,35,17,1,1,3,0,6,12,Expert,
5.4.3.7...9.......1..86.4..3...86...9.6..3......1..6.4....481...1.......85.9.....,1,25,35,20,1,0,1,0,1,0,Expert,
..7..85.39....2.6.5....67...7....3........84............92...3.2.4.3..5...87....6,1,24,34,22,1,0,0,0,1,0,Expert,
.6.983.7..9...........674.1..68......34...........1..7..2..96....37.2.8..1.......,1,24,40,17,3,0,1,0,0,0,Intermediate,
4.17.38...8.14.9....6.9..3.2.3.7.6....7.1.......3....2...9..413..2...7.8.........,1,27,40,11,2,0,0,3,3,6,Expert,
.........45.....828....3745...9....7...8.4.........26.73.2..9.4..8.9...36..3.5.2.,1,27,50,4,0,0,0,0,0,0,Easy,
.3.24598..7............745....9.137.....5..2..............187.4.14..9..3...5....2,1,26,55,0,0,0,0,0,0,0,Simple,
.91....2.5289.1.4.6........249..513....1..4.6..............3...314.......5..6.9..,1,26,44,11,0,0,0,0,0,0,Easy,
.9.....7..2.............6....694..21..3.21.6...2.7..4.....16.37.7...4...4.....59.,1,25,38,18,1,0,0,0,0,0,Intermediate,
.....9..29..........7.25..6.69.......3.....572.8..........8.13.1.....7.5....52.9.,1,23,42,15,2,2,1,0,1,0,Expert,
.....1.....3.5....76.......51.6..8....7..2.6...4....5..8.36.412....1.7....6.4.3..,1,25,45,11,0,0,0,0,0,0,Easy,
...854.2...56.1...6..2..........85...34.....1..871......3...1.......2.....75...83,1,24,49,8,0,0,0,0,0,0,Easy,
43....9.8..6....3....6..5.7.7.3.....8....9..5.91...........7.9.7.3.......49.8..16,1,25,38,18,0,0,0,0,0,0,Easy,
.4.7.23.......8..5..5934..7..2.....478.463.2..9....68.2.....8...5.............7.6,1,27,51,3,1,0,0,0,0,0,Intermediate,
...5.27...8.9...2.1...3.......8.61...61...........78.37....93.....7...56....1.27.,1,25,43,13,0,0,0,0,0,0,Easy,
9..816.4.....4....36...5...1......5..3...9......53....6..9..5.289...1..421......6,1,26,37,18,2,0,0,0,0,0,Intermediate,
